sentence1,sentence2,similarity_score,split
un garçon fait des figures sur un skateboard,Un garçon fait un tour sur un skateboard.,4.800000190734863,train
Trois chiens qui jouent dans la neige.,Trois chiens jouent dans l'eau.,2.5999999046325684,train
Une petite fille avec un ruban dans les cheveux se cogne le nez.,Une petite fille en chemise violette et casque est en scooter.,1.2000000476837158,train
Une jeune fille descendant un toboggan à tubes.,Une jeune fille se balançant sur une balançoire en pneu,1.7999999523162842,train
"De nombreuses personnes participent à la course cycliste, dont un homme sur un vélo à trois roues.",Un homme en fauteuil roulant à trois roues.,2.5999999046325684,train
Un groupe de personnes porte des oreilles de lapin.,Un groupe de personnes participe à une course,0.800000011920929,train
"Un chien en chemise ""superman"" dort sur une couverture.",Un chien brun en chemise de Superman est allongé sur une couverture bleue.,4.0,train
Le chien blanc et marron court dans l'herbe.,Un chien brun et blanc court dans l'herbe.,4.800000190734863,train
Un chien brun pose ses pattes sur le clavier d'un ordinateur portable.,Un chien est assis avec ses pattes sur un ordinateur portable.,3.799999952316284,train
Une jeune fille à lunettes est assise et tient deux drapeaux américains.,Une jeune fille à lunettes regarde deux drapeaux américains près d'une zone boisée.,2.5999999046325684,train
Un petit chien blanc et brun saute par-dessus un poteau horizontal.,un chien brun et blanc sautant par-dessus un poteau rouge et jaune,3.0,train
Deux chiens courent dans une zone herbeuse.,Deux chiens qui courent dans un champ herbeux.,4.800000190734863,train
Un homme se balance sur une corde au-dessus de l'eau.,Un homme en vêtements chauds se balançant sur des barres de singe la nuit.,1.600000023841858,train
Deux hommes et une femme asiatiques sont assis dans des fauteuils de massage noirs.,Deux hommes et une femme asiatiques se détendent dans des fauteuils de massage.,4.599999904632568,train
Une fille qui joue est un tas de balles colorées.,Une petite fille joue dans une fosse de balles colorées.,5.0,train
Un homme âgé se tient dehors devant un camion.,Une femme habillée en vert fait du roller à l'extérieur lors d'un événement.,0.0,train
Un homme souriant avec des classes de réflexion.,Un homme souriant et montrant ses lunettes de soleil réfléchissantes.,4.599999904632568,train
cinq personnes debout sur un trottoir,Cinq personnes sur un trottoir.,4.800000190734863,train
Le chien blanc court sur la neige.,Un ours blanc marche sur un sol enneigé et jette une ombre sur la neige.,1.399999976158142,train
Un jeune garçon en veste marron qui joue avec la neige.,Deux chiens jouent dans la neige.,1.2000000476837158,train
Un homme qui ramasse un gros rocher.,Une femme ramasse un gros rocher.,2.4000000953674316,train
Un chien blanc et brun court sur l'herbe.,Un chien brun et blanc court dans l'herbe.,4.599999904632568,train
L'homme porte une boîte à outils sur le trottoir.,Une femme conduit un vélo bleu dans un parc.,0.0,train
"Un homme portant un t-shirt sur lequel est écrit ""Gigolo"" se tient au comptoir et parle à quelqu'un.","Un homme portant une chemise sur laquelle est inscrit ""Gigolo"" se tient à la réception, dos à la caméra.",3.4000000953674316,train
Une tente et un camping dans une forêt ensoleillée.,Un chien blanc sur une plage porte un bâton dans sa gueule.,0.0,train
Deux gros chiens qui courent dans l'herbe.,Deux chiens bringé qui courent dans l'herbe.,4.199999809265137,train
Un chien qui nage avec un bâton dans la bouche.,Un chien qui court avec un bâton dans la gueule.,2.5999999046325684,train
Un homme qui joue à aller chercher avec deux chiens bruns.,Une femme joue avec un chien marron.,2.3299999237060547,train
un chien court sur le sable avec un bâton dans la gueule.,Un chien court dans un ruisseau avec un bâton dans la gueule.,3.5999999046325684,train
Un homme se tient dans l'eau près d'une cascade.,Un homme patauge dans l'eau et regarde une chute d'eau.,3.4000000953674316,train
Un chien bronzé saute pour attraper une balle de tennis.,Un chien rouge saute et attrape une balle de tennis dans sa gueule.,3.0,train
L'homme saute dans l'eau.,L'homme est en l'air.,2.4000000953674316,train
Une femme en chemise noire se tient devant des bananes dans un stand de fruits.,une femme vêtue de noir se tient devant un pick-up.,2.4000000953674316,train
Un enfant saute dans une piscine.,Un chien qui saute dans une piscine.,1.2000000476837158,train
Un petit garçon qui saute d'une chaise à l'autre.,Un jeune garçon sautant d'une chaise à l'autre dans sa maison,4.800000190734863,train
Une fille se balance avec ses longs cheveux mouillés dans un lac.,Une personne qui conduit une moto tout terrain.,0.0,train
Deux chiens qui jouent sur le rivage.,Deux chiens qui jouent dans la neige.,2.799999952316284,train
Une petite fille marche sur une promenade avec des dômes bleus en arrière-plan.,Un homme sautant sur son vélo avec une rivière en arrière-plan,0.0,train
"Deux femmes assises sur un banc, le visage voilé, l'une portant un tigre gonflable et l'autre un costume Disney blanc comme neige.",Une fille est assise sur un banc et tient un tigre gonflable à côté d'une autre fille en tenue colorée.,2.200000047683716,train
Un gars et deux filles sourient à la caméra.,"Trois chiens, un blanc et deux bruns, courent ensemble sur un champ d'herbe.",0.0,train
Un chien qui nage avec un bâton dans la bouche.,Chien nageant dans l'eau avec un bâton dans la gueule.,5.0,train
Un caniche noir joue dans la neige.,Un caniche noir batifolant dans la neige.,5.0,train
deux filles brandissant un prospectus de film effrayant,Deux filles tenant des sacs sont debout dans un champ.,1.399999976158142,train
Trois garçons courent sur la plage et jouent à un jeu.,Deux jeunes garçons et un jeune homme courent sur une plage avec de l'eau derrière eux.,3.200000047683716,train
Une fille porte une ceinture violette et une jupe assortie.,"Un groupe de filles se tient debout, portant des jupes en jean et des chemises de surhomme.",1.600000023841858,train
un homme portant une veste grise et se tenant sur le côté d'une rue.,Un garçon portant un gilet de sauvetage bleu se tient sur le côté d'un bateau vert.,0.6000000238418579,train
Un chien brun et noir saute pour attraper une balle rouge.,Un chien brun et noir saute pour une balle rouge.,5.0,train
Le chien bronzé court à travers les feuilles.,Le chien blanc court à travers l'océan.,1.7999999523162842,train
Un chien blanc et noir saute dans une piscine.,Une femme en tablier noir se tient devant un miroir.,0.0,train
Un chien noir et blanc porte un bâton dans sa gueule.,Le chien noir et blanc a un bâton dans les pattes.,3.0,train
Un cerf saute une clôture.,Un cerf qui saute par-dessus une clôture.,5.0,train
Une petite fille tient un bâton en bois.,Une petite fille nageant dans une piscine.,2.200000047683716,train
Un chien noir saute dans l'eau.,Un chien marche dans la neige.,2.4000000953674316,train
Un groupe de personnes devant un camion de pompiers rouge.,Un groupe de personnes se tient autour d'un camion de pompiers rouge.,4.199999809265137,train
un garçon saute dans l'eau bleue de la piscine.,Le jeune garçon saute dans la piscine sur le ventre.,3.4000000953674316,train
Un chien blond attrape une balle dans sa gueule dans la neige.,Une petite fille blonde est assise sur une chaise verte.,0.0,train
Trois enfants qui jouent et rient par terre.,Trois enfants jouent par terre.,3.799999952316284,train
Un homme est assis avec des cannes à pêche près d'un plan d'eau.,Un homme est assis sur un rocher à côté d'une chaise longue pliante et d'une canne à pêche.,3.4000000953674316,train
Une femme et un chien debout dans l'herbe.,Un homme porte un signe lorsqu'il se tient sous la pluie.,0.0,train
Un homme en chemise bleue court dans un terrain de stade.,Un homme portant un chapeau et une chemise bleus monte un cheval blanc.,1.0,train
Un chien noir qui court dans l'eau.,Un chien noir court dans l'eau.,4.800000190734863,train
Des enfants sautant sur un trampoline.,Un homme fait de la luge sur un toboggan orange.,0.0,train
Un grand chien brun est accroupi dans un champ herbeux.,Un chien brun court dans un champ.,3.0,train
Un chien court dans l'herbe.,Un chien court dans la neige.,2.200000047683716,train
Un skieur se déplace à toute allure dans la neige.,Un chien brun portant un frisbee court dans la neige.,0.20000000298023224,train
Deux personnes jouent au golf sur un terrain de golf.,Deux personnes sont sur un terrain de golf et jouent au golf.,5.0,train
Un garçon et une fille qui jouent sur la plage.,Un chien qui joue dans les vagues avec une balle.,0.800000011920929,train
L'enfant dans le manteau rouge couché dans le tapis rouge.,Le petit enfant est prêt à grimper sur la pièce d'équipement rouge.,0.800000011920929,train
Deux chiens jouent dans l'herbe.,Deux chiens jouent dans l'herbe.,5.0,train
Un enfant en uniforme d'équipe bleu et blanc poursuit un ballon de football.,Un jeune garçon en uniforme bleu de football poursuit un ballon.,4.0,train
Un joueur de softball qui se balance sur un terrain.,Un joueur de base-ball qui frappe la balle,2.799999952316284,train
Un homme fait du kite surf loin de la caméra.,Un homme surfe sur l'eau dans le ciel.,2.799999952316284,train
Un chien noir court dans l'herbe.,Un garçon qui court dans l'herbe verte.,1.0,train
Un petit garçon et une petite fille qui jouent ensemble dehors.,Un jeune garçon et une jeune fille marchant l'un vers l'autre,2.0,train
Deux personnes sont assises au bout d'un quai.,Deux personnes assises sur un quai.,4.199999809265137,train
Deux chiens dans une cour.,Deux chiens dans un ruisseau.,2.0,train
Un homme poursuit un chien qui tente de passer la barrière pour entrer dans une aire de jeu.,Un homme suit son chien noir et blanc dans une course d'obstacles.,2.200000047683716,train
Le grand chien brun et blanc court dans la neige.,Chien de Saint-Bernard courant dans le champ enneigé.,4.0,train
Un homme et une femme ensanglantés posent pour une photo.,Un homme en femme vêtu chaudement pose pour une photo.,2.0,train
Un chien jaune joue dans une zone herbeuse près des fleurs.,Une fille joue sur une balançoire.,0.4000000059604645,train
un garçon joue avec une nouille au bord de la piscine.,Un garçon joue avec un jouet de nouilles en mousse au bord d'une piscine.,4.599999904632568,train
deux grands chiens bruns qui courent dans la neige.,Un chien brun qui court dans l'herbe.,2.0,train
Un jeune garçon saute dans une piscine avec les bras tendus.,Un chien saute dans une piscine d'arrière-cour.,1.2000000476837158,train
Une jeune fille brandit un animal en ballon jaune.,Un enfant tient un ballon jaune.,4.0,train
Deux chiens partagent un jouet dans un champ de végétation.,Deux snowboarders sont en l'air au-dessus de la neige.,0.17000000178813934,train
Une dame blonde aux cheveux blancs pose pour la caméra.,Un chien noir et blanc court avec la gueule ouverte.,0.0,train
Un chien court à travers un champ en poursuivant une balle.,Un enfant court dans l'herbe.,0.20000000298023224,train
Deux filles sont assises devant une statue.,Deux jeunes filles blondes sont assises à côté d'une statue,3.799999952316284,train
Une fille en orange allume une bougie.,Une fille en chemise orange allume des bougies.,4.0,train
Un chien blanc court à travers un champ de fleurs jaunes.,Un chien au collier rouge court dans une forêt en plein hiver.,1.600000023841858,train
Un bébé assis sur un lit de camp qui s'étend pour toucher le visage d'un garçon plus âgé.,Un garçon qui semble malade est touché au visage par un bambin.,2.200000047683716,train
Un chien qui se secoue au bord de l'eau.,Un chien qui secoue l'eau.,5.0,train
Des jeunes garçons qui courent le long du trottoir.,Un chien noir qui court au bord de l'océan.,0.5,train
Un jeune enfant glisse sur un toboggan orange.,Un petit garçon en salopette de jean glisse sur un toboggan orange.,3.6700000762939453,train
un chien noir et blanc courant à travers des poteaux rouges et blancs,"Chien noir et blanc dans le salon, debout sur ses pattes arrière.",1.600000023841858,train
"Trois individus posent sur des skis derrière un panneau ""interdit de ski"".",Trois personnes à ski se tiennent derrière un panneau d'interdiction de ski.,4.400000095367432,train
